"iteration","scenario","ratio","method","beta","se","p_value","n_matched_cases","n_discordant","matched_mac","ratio_label"
11,"Negative control",4,"PC-adjusted GWAS",-0.0132692400394913,0.11972833052543,0.911752816680973,,,,"1:4"
11,"Negative control",4,"Matching + CLR",-0.0192296658811396,0.155483493399928,0.901569849058808,2500,255,264,"1:4"
11,"Negative control",6,"Oracle GWAS",-0.089617778949008,0.117744685252455,0.446585679165905,,,,"1:6"
11,"Negative control",6,"Standard GWAS",0.62563550146417,0.116710729532212,8.29618738006848e-08,,,,"1:6"
11,"Negative control",6,"PC-adjusted GWAS",-0.0132692400394913,0.11972833052543,0.911752816680973,,,,"1:6"
11,"Negative control",6,"Matching + CLR",-0.0129255434343192,0.150737483215824,0.93166571659486,2500,346,368,"1:6"
11,"Positive control",1,"Oracle GWAS",0.362170689529842,0.129207529599611,0.00506272588050782,,,,"1:1"
11,"Positive control",1,"Standard GWAS",0.626228436035612,0.128500953297732,1.09728868290638e-06,,,,"1:1"
11,"Positive control",1,"PC-adjusted GWAS",0.39529957624389,0.12927202583,0.00222901720092823,,,,"1:1"
11,"Positive control",1,"Matching + CLR",0.661398482245365,0.217667251191817,0.00197302008751894,2500,94,94,"1:1"
11,"Positive control",4,"Oracle GWAS",0.362170689529842,0.129207529599611,0.00506272588050782,,,,"1:4"
11,"Positive control",4,"Standard GWAS",0.626228436035612,0.128500953297732,1.09728868290638e-06,,,,"1:4"
11,"Positive control",4,"PC-adjusted GWAS",0.39529957624389,0.12927202583,0.00222901720092823,,,,"1:4"
11,"Positive control",4,"Matching + CLR",0.56251450604906,0.153009153903939,0.000195733467064035,2500,201,204,"1:4"
11,"Positive control",6,"Oracle GWAS",0.362170689529842,0.129207529599611,0.00506272588050782,,,,"1:6"
11,"Positive control",6,"Standard GWAS",0.626228436035612,0.128500953297732,1.09728868290638e-06,,,,"1:6"
11,"Positive control",6,"PC-adjusted GWAS",0.39529957624389,0.12927202583,0.00222901720092823,,,,"1:6"
11,"Positive control",6,"Matching + CLR",0.52673479972892,0.144700275930262,0.000231564115251504,2500,275,283,"1:6"
12,"Negative control",1,"Oracle GWAS",-0.216451866221778,0.121954871119388,0.0759223014975852,,,,"1:1"
12,"Negative control",1,"Standard GWAS",0.475809839146223,0.120652382300355,8.02533326638975e-05,,,,"1:1"
12,"Negative control",1,"PC-adjusted GWAS",-0.108884445092545,0.123752025311009,0.378935208225825,,,,"1:1"
12,"Negative control",1,"Matching + CLR",-0.241162056816888,0.201455741006345,0.230139340443417,2500,100,102,"1:1"
12,"Negative control",4,"Oracle GWAS",-0.216451866221778,0.121954871119388,0.0759223014975852,,,,"1:4"
12,"Negative control",4,"Standard GWAS",0.475809839146223,0.120652382300355,8.02533326638975e-05,,,,"1:4"
12,"Negative control",4,"PC-adjusted GWAS",-0.108884445092545,0.123752025311009,0.378935208225825,,,,"1:4"
12,"Negative control",4,"Matching + CLR",-0.221771505841061,0.164428903095009,0.176551564171705,2500,261,269,"1:4"
12,"Negative control",6,"Oracle GWAS",-0.216451866221778,0.121954871119388,0.0759223014975852,,,,"1:6"
12,"Negative control",6,"Standard GWAS",0.475809839146223,0.120652382300355,8.02533326638975e-05,,,,"1:6"
12,"Negative control",6,"PC-adjusted GWAS",-0.108884445092545,0.123752025311009,0.378935208225825,,,,"1:6"
12,"Negative control",6,"Matching + CLR",-0.18795088473751,0.160080002041174,0.239668773716829,2500,348,370,"1:6"
12,"Positive control",1,"Oracle GWAS",0.491718436370675,0.12419922769164,7.52295025724164e-05,,,,"1:1"
12,"Positive control",1,"Standard GWAS",0.730662560180798,0.123441089647601,3.23669744284836e-09,,,,"1:1"
12,"Positive control",1,"PC-adjusted GWAS",0.522004949152256,0.124187462879042,2.62978694010886e-05,,,,"1:1"
12,"Positive control",1,"Matching + CLR",0.512263009831985,0.221090136462097,0.0190164736723005,2500,85,86,"1:1"
12,"Positive control",4,"Oracle GWAS",0.491718436370675,0.12419922769164,7.52295025724164e-05,,,,"1:4"
12,"Positive control",4,"Standard GWAS",0.730662560180798,0.123441089647601,3.23669744284836e-09,,,,"1:4"
12,"Positive control",4,"PC-adjusted GWAS",0.522004949152256,0.124187462879042,2.62978694010886e-05,,,,"1:4"
12,"Positive control",4,"Matching + CLR",0.402999717955982,0.161882853977036,0.012196684243009,2500,186,200,"1:4"
12,"Positive control",6,"Oracle GWAS",0.491718436370675,0.12419922769164,7.52295025724164e-05,,,,"1:6"
12,"Positive control",6,"Standard GWAS",0.730662560180798,0.123441089647601,3.23669744284836e-09,,,,"1:6"
12,"Positive control",6,"PC-adjusted GWAS",0.522004949152256,0.124187462879042,2.62978694010886e-05,,,,"1:6"
12,"Positive control",6,"Matching + CLR",0.467403941433689,0.15571447194154,0.00245665913450897,2500,236,260,"1:6"
13,"Negative control",1,"Oracle GWAS",0.151206393870764,0.110479659876702,0.171113214942063,,,,"1:1"
13,"Negative control",1,"Standard GWAS",0.810970160499735,0.108772574660261,8.94263840238667e-14,,,,"1:1"
13,"Negative control",1,"PC-adjusted GWAS",0.286313174942174,0.112572226476578,0.0109787921877368,,,,"1:1"
13,"Negative control",1,"Matching + CLR",0.293588388130649,0.199431353836925,0.139409406367144,2500,100,101,"1:1"
13,"Negative control",4,"Oracle GWAS",0.151206393870764,0.110479659876702,0.171113214942063,,,,"1:4"
13,"Negative control",4,"Standard GWAS",0.810970160499735,0.108772574660261,8.94263840238667e-14,,,,"1:4"
13,"Negative control",4,"PC-adjusted GWAS",0.286313174942174,0.112572226476578,0.0109787921877368,,,,"1:4"
13,"Negative control",4,"Matching + CLR",0.222475384181025,0.150946182602772,0.139683414350254,2500,236,244,"1:4"
13,"Negative control",6,"Oracle GWAS",0.151206393870764,0.110479659876702,0.171113214942063,,,,"1:6"
13,"Negative control",6,"Standard GWAS",0.810970160499735,0.108772574660261,8.94263840238667e-14,,,,"1:6"
13,"Negative control",6,"PC-adjusted GWAS",0.286313174942174,0.112572226476578,0.0109787921877368,,,,"1:6"
13,"Negative control",6,"Matching + CLR",0.179438911928967,0.144046797931657,0.212246794136714,2500,332,349,"1:6"
13,"Positive control",1,"Oracle GWAS",0.416160450890451,0.12747570134579,0.00109608815503213,,,,"1:1"
13,"Positive control",1,"Standard GWAS",0.668609812302019,0.126743589499333,1.32542767868447e-07,,,,"1:1"
13,"Positive control",1,"PC-adjusted GWAS",0.455903603270357,0.127510023430439,0.000349648110544886,,,,"1:1"
13,"Positive control",1,"Matching + CLR",0.798011637124701,0.24854615351416,0.000950249659226589,2500,74,75,"1:1"
13,"Positive control",4,"Oracle GWAS",0.416160450890451,0.12747570134579,0.00109608815503213,,,,"1:4"
13,"Positive control",4,"Standard GWAS",0.668609812302019,0.126743589499333,1.32542767868447e-07,,,,"1:4"
13,"Positive control",4,"PC-adjusted GWAS",0.455903603270357,0.127510023430439,0.000349648110544886,,,,"1:4"
13,"Positive control",4,"Matching + CLR",0.479609838889522,0.164765743783752,0.00328132213262428,2500,175,181,"1:4"
13,"Positive control",6,"Oracle GWAS",0.416160450890451,0.12747570134579,0.00109608815503213,,,,"1:6"
13,"Positive control",6,"Standard GWAS",0.668609812302019,0.126743589499333,1.32542767868447e-07,,,,"1:6"
13,"Positive control",6,"PC-adjusted GWAS",0.455903603270357,0.127510023430439,0.000349648110544886,,,,"1:6"
13,"Positive control",6,"Matching + CLR",0.517385196096447,0.157866098086548,0.000917014914240829,2500,226,239,"1:6"
14,"Negative control",1,"Oracle GWAS",-0.0404006367553533,0.11611263974678,0.727882625459833,,,,"1:1"
14,"Negative control",1,"Standard GWAS",0.626660441410707,0.11462700059255,4.57837011084157e-08,,,,"1:1"
14,"Negative control",1,"PC-adjusted GWAS",0.0494745085557382,0.118089739164244,0.675247646877129,,,,"1:1"
14,"Negative control",1,"Matching + CLR",-0.0215062052209637,0.207402329252744,0.917411260192041,2500,93,97,"1:1"
14,"Negative control",4,"Oracle GWAS",-0.0404006367553533,0.11611263974678,0.727882625459833,,,,"1:4"
14,"Negative control",4,"Standard GWAS",0.626660441410707,0.11462700059255,4.57837011084157e-08,,,,"1:4"
14,"Negative control",4,"PC-adjusted GWAS",0.0494745085557382,0.118089739164244,0.675247646877129,,,,"1:4"
14,"Negative control",4,"Matching + CLR",-0.134236546684388,0.160915928201611,0.403813567737651,2500,246,267,"1:4"
14,"Negative control",6,"Oracle GWAS",-0.0404006367553533,0.11611263974678,0.727882625459833,,,,"1:6"
14,"Negative control",6,"Standard GWAS",0.626660441410707,0.11462700059255,4.57837011084157e-08,,,,"1:6"
14,"Negative control",6,"PC-adjusted GWAS",0.0494745085557382,0.118089739164244,0.675247646877129,,,,"1:6"
14,"Negative control",6,"Matching + CLR",-0.081434365073376,0.156346722169545,0.602366078882496,2500,327,360,"1:6"
14,"Positive control",1,"Oracle GWAS",0.39404001100203,0.130218472438762,0.00247819141859591,,,,"1:1"
14,"Positive control",1,"Standard GWAS",0.624455817120122,0.129486488459681,1.4173035625287e-06,,,,"1:1"
14,"Positive control",1,"PC-adjusted GWAS",0.417849848964481,0.130248890060192,0.00133620792564146,,,,"1:1"
14,"Positive control",1,"Matching + CLR",0.14313557745635,0.218856116074241,0.512690760261923,2500,81,84,"1:1"
14,"Positive control",4,"Oracle GWAS",0.39404001100203,0.130218472438762,0.00247819141859591,,,,"1:4"
14,"Positive control",4,"Standard GWAS",0.624455817120122,0.129486488459681,1.4173035625287e-06,,,,"1:4"
14,"Positive control",4,"PC-adjusted GWAS",0.417849848964481,0.130248890060192,0.00133620792564146,,,,"1:4"
14,"Positive control",4,"Matching + CLR",0.33756116073401,0.17445937515782,0.0518524429311565,2500,165,174,"1:4"
14,"Positive control",6,"Oracle GWAS",0.39404001100203,0.130218472438762,0.00247819141859591,,,,"1:6"
14,"Positive control",6,"Standard GWAS",0.624455817120122,0.129486488459681,1.4173035625287e-06,,,,"1:6"
14,"Positive control",6,"PC-adjusted GWAS",0.417849848964481,0.130248890060192,0.00133620792564146,,,,"1:6"
14,"Positive control",6,"Matching + CLR",0.333231603820241,0.166255468637074,0.0440099563902488,2500,221,239,"1:6"
15,"Negative control",1,"Oracle GWAS",-0.0228532538340526,0.118277957730093,0.846789411692664,,,,"1:1"
15,"Negative control",1,"Standard GWAS",0.648686904688695,0.11677000859968,2.77210439010179e-08,,,,"1:1"
15,"Negative control",1,"PC-adjusted GWAS",0.0671461520376463,0.120135022382809,0.576214698284814,,,,"1:1"
15,"Negative control",1,"Matching + CLR",-0.0206193775695065,0.203081360060506,0.919126079534779,2500,94,99,"1:1"
15,"Negative control",4,"Oracle GWAS",-0.0228532538340526,0.118277957730093,0.846789411692664,,,,"1:4"
15,"Negative control",4,"Standard GWAS",0.648686904688695,0.11677000859968,2.77210439010179e-08,,,,"1:4"
15,"Negative control",4,"PC-adjusted GWAS",0.0671461520376463,0.120135022382809,0.576214698284814,,,,"1:4"
15,"Negative control",4,"Matching + CLR",0.0311564855959996,0.160394569688971,0.845974518219281,2500,228,239,"1:4"
15,"Negative control",6,"Oracle GWAS",-0.0228532538340526,0.118277957730093,0.846789411692664,,,,"1:6"
15,"Negative control",6,"Standard GWAS",0.648686904688695,0.11677000859968,2.77210439010179e-08,,,,"1:6"
15,"Negative control",6,"PC-adjusted GWAS",0.0671461520376463,0.120135022382809,0.576214698284814,,,,"1:6"
15,"Negative control",6,"Matching + CLR",0.045365074951409,0.155056592539332,0.769830253907389,2500,306,330,"1:6"
15,"Positive control",1,"Oracle GWAS",0.246365124850657,0.139368833823867,0.0771076648363826,,,,"1:1"
15,"Positive control",1,"Standard GWAS",0.492974010677101,0.13859300991673,0.000375127808844481,,,,"1:1"
15,"Positive control",1,"PC-adjusted GWAS",0.270015300387824,0.139403160888531,0.0527529044583261,,,,"1:1"
15,"Positive control",1,"Matching + CLR",0.235005873161234,0.229735964345566,0.305058859261678,2500,74,79,"1:1"
15,"Positive control",4,"Oracle GWAS",0.246365124850657,0.139368833823867,0.0771076648363826,,,,"1:4"
15,"Positive control",4,"Standard GWAS",0.492974010677101,0.13859300991673,0.000375127808844481,,,,"1:4"
15,"Positive control",4,"PC-adjusted GWAS",0.270015300387824,0.139403160888531,0.0527529044583261,,,,"1:4"
15,"Positive control",4,"Matching + CLR",0.259484858970341,0.174105582856653,0.134948324676316,2500,168,180,"1:4"
15,"Positive control",6,"Oracle GWAS",0.246365124850657,0.139368833823867,0.0771076648363826,,,,"1:6"
15,"Positive control",6,"Standard GWAS",0.492974010677101,0.13859300991673,0.000375127808844481,,,,"1:6"
15,"Positive control",6,"PC-adjusted GWAS",0.270015300387824,0.139403160888531,0.0527529044583261,,,,"1:6"
15,"Positive control",6,"Matching + CLR",0.259412536761672,0.166814512865046,0.11884835135568,2500,230,248,"1:6"
16,"Negative control",1,"Oracle GWAS",-0.136082952389364,0.124824187300393,0.275626382104455,,,,"1:1"
16,"Negative control",1,"Standard GWAS",0.547526220695264,0.123530561529079,9.32271739605596e-06,,,,"1:1"
16,"Negative control",1,"PC-adjusted GWAS",-0.0178807188477253,0.126752027807358,0.887815825545424,,,,"1:1"
16,"Negative control",1,"Matching + CLR",-0.194156014440957,0.208368344397077,0.350687536047984,2500,93,95,"1:1"
16,"Negative control",4,"Oracle GWAS",-0.136082952389364,0.124824187300393,0.275626382104455,,,,"1:4"
16,"Negative control",4,"Standard GWAS",0.547526220695264,0.123530561529079,9.32271739605596e-06,,,,"1:4"
16,"Negative control",4,"PC-adjusted GWAS",-0.0178807188477253,0.126752027807358,0.887815825545424,,,,"1:4"
16,"Negative control",4,"Matching + CLR",-0.0848737218002982,0.170363306460891,0.618243276922541,2500,218,230,"1:4"
16,"Negative control",6,"Oracle GWAS",-0.136082952389364,0.124824187300393,0.275626382104455,,,,"1:6"
16,"Negative control",6,"Standard GWAS",0.547526220695264,0.123530561529079,9.32271739605596e-06,,,,"1:6"
16,"Negative control",6,"PC-adjusted GWAS",-0.0178807188477253,0.126752027807358,0.887815825545424,,,,"1:6"
16,"Negative control",6,"Matching + CLR",-0.0902924508015813,0.164906251662464,0.583882420770366,2500,303,325,"1:6"
16,"Positive control",1,"Oracle GWAS",0.745425295497902,0.117567676966674,2.2917954971209e-10,,,,"1:1"
16,"Positive control",1,"Standard GWAS",1.00064818663505,0.116820917191819,1.07459100964838e-17,,,,"1:1"
16,"Positive control",1,"PC-adjusted GWAS",0.786931858395916,0.117583923213067,2.19371226119356e-11,,,,"1:1"
16,"Positive control",1,"Matching + CLR",0.478025615879154,0.21288968850189,0.0232606195854516,2500,91,94,"1:1"
16,"Positive control",4,"Oracle GWAS",0.745425295497902,0.117567676966674,2.2917954971209e-10,,,,"1:4"
16,"Positive control",4,"Standard GWAS",1.00064818663505,0.116820917191819,1.07459100964838e-17,,,,"1:4"
16,"Positive control",4,"PC-adjusted GWAS",0.786931858395916,0.117583923213067,2.19371226119356e-11,,,,"1:4"
16,"Positive control",4,"Matching + CLR",0.609305612248851,0.160813400560911,0.00011849808208809,2500,174,186,"1:4"
16,"Positive control",6,"Oracle GWAS",0.745425295497902,0.117567676966674,2.2917954971209e-10,,,,"1:6"
16,"Positive control",6,"Standard GWAS",1.00064818663505,0.116820917191819,1.07459100964838e-17,,,,"1:6"
16,"Positive control",6,"PC-adjusted GWAS",0.786931858395916,0.117583923213067,2.19371226119356e-11,,,,"1:6"
16,"Positive control",6,"Matching + CLR",0.635255328137401,0.153205597423142,2.48266063388046e-05,2500,223,246,"1:6"
17,"Negative control",1,"Oracle GWAS",-0.0425985149239868,0.119250939921245,0.720929034299705,,,,"1:1"
17,"Negative control",1,"Standard GWAS",0.626292744903388,0.117721958387023,1.03709484660494e-07,,,,"1:1"
17,"Negative control",1,"PC-adjusted GWAS",0.0373806153646008,0.121659744652985,0.758648968768685,,,,"1:1"
17,"Negative control",1,"Matching + CLR",0.144612244895548,0.203665384621174,0.477243932338015,2500,94,97,"1:1"
17,"Negative control",4,"Oracle GWAS",-0.0425985149239868,0.119250939921245,0.720929034299705,,,,"1:4"
17,"Negative control",4,"Standard GWAS",0.626292744903388,0.117721958387023,1.03709484660494e-07,,,,"1:4"
17,"Negative control",4,"PC-adjusted GWAS",0.0373806153646008,0.121659744652985,0.758648968768685,,,,"1:4"
17,"Negative control",4,"Matching + CLR",0.0347876598087036,0.156847875221487,0.824466864305592,2500,241,253,"1:4"
17,"Negative control",6,"Oracle GWAS",-0.0425985149239868,0.119250939921245,0.720929034299705,,,,"1:6"
17,"Negative control",6,"Standard GWAS",0.626292744903388,0.117721958387023,1.03709484660494e-07,,,,"1:6"
17,"Negative control",6,"PC-adjusted GWAS",0.0373806153646008,0.121659744652985,0.758648968768685,,,,"1:6"
17,"Negative control",6,"Matching + CLR",0.0227985306144395,0.150387569541354,0.879500991035148,2500,339,357,"1:6"
17,"Positive control",1,"Oracle GWAS",0.303817731700667,0.134034473194945,0.0234077414645508,,,,"1:1"
17,"Positive control",1,"Standard GWAS",0.541001834672896,0.133329099996609,4.95705521123028e-05,,,,"1:1"
17,"Positive control",1,"PC-adjusted GWAS",0.338431501011218,0.134111351238442,0.0116189349204153,,,,"1:1"
17,"Positive control",1,"Matching + CLR",0.634514715443313,0.24935706539648,0.00952189118409883,2500,69,74,"1:1"
17,"Positive control",4,"Oracle GWAS",0.303817731700667,0.134034473194945,0.0234077414645508,,,,"1:4"
17,"Positive control",4,"Standard GWAS",0.541001834672896,0.133329099996609,4.95705521123028e-05,,,,"1:4"
17,"Positive control",4,"PC-adjusted GWAS",0.338431501011218,0.134111351238442,0.0116189349204153,,,,"1:4"
17,"Positive control",4,"Matching + CLR",0.402004202272231,0.1686188317266,0.0163111829814569,2500,169,176,"1:4"
17,"Positive control",6,"Oracle GWAS",0.303817731700667,0.134034473194945,0.0234077414645508,,,,"1:6"
17,"Positive control",6,"Standard GWAS",0.541001834672896,0.133329099996609,4.95705521123028e-05,,,,"1:6"
17,"Positive control",6,"PC-adjusted GWAS",0.338431501011218,0.134111351238442,0.0116189349204153,,,,"1:6"
17,"Positive control",6,"Matching + CLR",0.424427584163528,0.162477464049105,0.00846953519586197,2500,221,237,"1:6"
18,"Negative control",1,"Oracle GWAS",0.0240815327091528,0.114148421837496,0.832913140939325,,,,"1:1"
18,"Negative control",1,"Standard GWAS",0.714092579710979,0.112826053662209,2.46521579129188e-10,,,,"1:1"
18,"Negative control",1,"PC-adjusted GWAS",0.102640690090473,0.116556479567493,0.378529461604239,,,,"1:1"
18,"Negative control",1,"Matching + CLR",0.0816835830886638,0.202219603778209,0.686167849855239,2500,95,98,"1:1"
18,"Negative control",4,"Oracle GWAS",0.0240815327091528,0.114148421837496,0.832913140939325,,,,"1:4"
18,"Negative control",4,"Standard GWAS",0.714092579710979,0.112826053662209,2.46521579129188e-10,,,,"1:4"
18,"Negative control",4,"PC-adjusted GWAS",0.102640690090473,0.116556479567493,0.378529461604239,,,,"1:4"
18,"Negative control",4,"Matching + CLR",0.0981962555696668,0.158521095312453,0.535447631520943,2500,224,236,"1:4"
18,"Negative control",6,"Oracle GWAS",0.0240815327091528,0.114148421837496,0.832913140939325,,,,"1:6"
18,"Negative control",6,"Standard GWAS",0.714092579710979,0.112826053662209,2.46521579129188e-10,,,,"1:6"
18,"Negative control",6,"PC-adjusted GWAS",0.102640690090473,0.116556479567493,0.378529461604239,,,,"1:6"
18,"Negative control",6,"Matching + CLR",0.0366456420469329,0.151725675024993,0.809136942969356,2500,324,346,"1:6"
18,"Positive control",1,"Oracle GWAS",0.535738676986527,0.122443620071113,1.21215166810174e-05,,,,"1:1"
